SHA256 Hash,XOR Keys,Campaign Date,Payload Family,Extracted Config,Extracted C2 info,Payload Campaign designator,Payload Mutex
74554ddbee138be6723c9e2808d22525cfbcdb4450e712935073ef29dcf426a3,ACXNSGNADS,6/28/2024,Rhadamanthys,NONE,,,
745bb1bf24225162b5d44873f99807f1f9a90ee34d71e2af0104e6accd6b2d8e,ACXNTGGCXTL,7/18/2024,Rhadamanthys,NONE,,,
749e45ffd6abdd0c7e9217242d20c486c84527759548420cbe66f9ad0445e9fa,CFEAE1tcOtc,10/10/2024,QwqdanchunRat (Quasar Fork),"{""c2"": [""NewEra08.casacam[.]net""], ""port"": [""8851""], ""campaign"": ""New-Era10"", ""mutex"": ""DcRatMutex_qwqdanchun"", ""non_standard"": {""Ver_sion"": "" 1.0.7"", ""In_stall"": ""false"", ""Install_Folder"": ""%AppData%"", ""Install_File"": """", ""Key"": ""Wjk2cW9vSGxneGtZRnBLRnFmelJZOVBaR1ZuaXVOTGY="", ""MTX"": ""DcRatMutex_qwqdanchun"", ""Certifi_cate"": ""MIICMDCCAZmgAwIBAgIVAPdJPjCx7pYvZ/1H2FuVvfr12RcjMA0GCSqGSIb3DQEBDQUAMGQxFTATBgNVBAMMDERjUmF0IFNlcnZlcjETMBEGA1UECwwKcXdxZGFuY2h1bjEcMBoGA1UECgwTRGNSYXQgQnkgcXdxZGFuY2h1bjELMAkGA1UEBwwCU0gxCzAJBgNVBAYTAkNOMB4XDTIxMTIwOTIwNDY0MFoXDTMyMDkxNzIwNDY0MFowEDEOMAwGA1UEAwwFRGNSYXQwgZ8wDQYJKoZIhvcNAQEBBQADgY0AMIGJAoGBAIdi7KwbsK/emE6cPt5dZ26vDX2Y83z/zgIxipJ87lhQuqMSOuy1QkrgJX5XUNz5PQ/por9QVFR5PVqci3gzZBm4mS0970/CqX0XE17ywsS5ihs30fR1pRTF+KLeYPAhpBAEwkbVvNJ8utU4idXRMpI7gg5vAL+p9y7f2zNpTlqHAgMBAAGjMjAwMB0GA1UdDgQWBBT7xqJBZyhpISmxeSGJdX5wNfGQKjAPBgNVHRMBAf8EBTADAQH/MA0GCSqGSIb3DQEBDQUAA4GBACPGgtV6HR59DKCJKnhxSiNBDaLWjqMXxZjteXm0LLJbcuuWfZjE+XQi/qOGRNlZJwtrGrH3Va7j+e7tHhkr1zK5otNfeFw+GhFOv1pdsPpCoW1aj/ukciyZu/sPkMF/k/Z4cWXWQ5BFr58Piru6U+23EAzNY03x1oKE8m+gAs3L"", ""Server_signa_ture"": ""Y290t/J3Af3K6Z3skSku2ZW45u9TYoNDLeeIiGZcIiZi4Fuvw/L3tJhpvVMjzaUdVNdWGn01MirZ4BsH4I0Ty2cweTRgLfiUbsa7IohCr/Lc/dWTdmqYLfgGpqx+XAuEqFmgBeklECSNIcLx7oEhY/yhO9LBRxHCfgL8RYdpYgY="", ""Paste_bin"": ""null"", ""BS_OD"": ""false"", ""Hw_id"": 0, ""De_lay"": ""1"", ""Group"": ""New-Era10"", ""Anti_Process"": ""false"", ""An_ti"": ""false""}}",NewEra08.casacam[.]net,New-Era10,DcRatMutex_qwqdanchun
76d79d6ed1c7aacb7c6fce4136a67d3495c99bfca3f2eb03678c277263dba74c,dGGxS1tcOtc,10/20/2024,Vidar,"{""c2"": [""hXXps://116[.]203.153.40"", ""hXXps://95[.]217.220.103""], ""port"": [], ""campaign"": """", ""mutex"": """", ""Strings"": [], ""non_standard"": {""dead_drop"": [""hXXps://t[.]me/lpnjoke"", ""hXXps://steamcommunity[.]com/profiles/76561199786602107""]}}","hXXps://116[.]203.153.40,hXXps://95[.]217.220.103",,
777892a4b1b38fb5895f899e08b10c32ffb55cda03615d8e1844b22c002da446,GGGSADEFFTL,7/17/2024,Remcos,"{""c2"": [""mfjnfijndifsiisihddd.con-ip[.]com:1668""], ""port"": [], ""campaign"": ""GASTOS"", ""mutex"": ""Rmc-X32CEK"", ""non_standard"": {""c2_list"": ""mfjnfijndifsiisihddd.con-ip[.]com:1668:1\u001e"", ""botnet"": ""GASTOS"", ""connect_interval"": 1, ""enable_install_flag"": 0, ""enable_hkcu_run_persistence_flag"": 1, ""enable_hklm_run_persistence_flag"": 1, ""keylogger_maximum_file_size"": ""100000"", ""enable_hklm_policies_explorer_run_flag"": 0, ""install_parent_directory"": 8, ""install_filename"": ""remcos.exe"", ""enable_persistence_directory_and_binary_hiding_flag"": 0, ""enable_process_injection_flag"": 0, ""mutex"": ""Rmc-X32CEK"", ""keylogger_mode"": 1, ""keylogger_parent_directory"": 8, ""keylogger_filename"": ""logs[.]dat"", ""enable_keylogger_file_encryption_flag"": 0, ""enable_keylogger_file_hiding_flag"": 0, ""enable_screenshot_flag"": 0, ""screenshot_interval_in_minutes"": 10, ""enable_screenshot_specific_window_names_flag"": 0, ""screenshot_specific_window_names"": 0, ""screenshot_specific_window_names_interval_in_seconds"": 5, ""screenshot_parent_directory"": 6, ""screenshot_folder"": ""Screenshots"", ""enable_screenshot_encryption_flag"": 0, ""enable_audio_recording_flag"": 0, ""audio_recording_duration_in_minutes"": 5, ""audio_record_parent_directory"": 5, ""audio_record_folder"": ""MicRecords"", ""disable_uac_flag"": 0, ""logging_mode"": 0, ""connect_delay_in_second"": 0, ""keylogger_specific_window_names"": 0, ""enable_browser_cleaning_on_startup_flag"": 0, ""enable_browser_cleaning_only_for_the_first_run_flag"": 1, ""browser_cleaning_sleep_time_in_minutes"": 0, ""enable_uac_bypass_flag"": 0, ""install_directory"": ""Remcos"", ""keylogger_root_directory"": ""remcos"", ""enable_watchdog_flag"": 0, ""license"": ""375BA8DEF4E675D2DC93336E56DE93F1"", ""enable_screenshot_mouse_drawing_flag"": 0, ""tls_raw_certificate"": ""MIH/MIGmoAMCAQICEEXRPyHAU+i0XClFtLLozd0wCgYIKoZIzj0EAwIwADAiGA8xOTcwMDEwMTAwMDAwMFoYDzIwOTAxMjMxMDAwMDAwWjAAMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAE3JPa5NStPTFSzUFC/z4jpiFtSaZQ8jxUCrV0voM1MzYrPuUAb8DbgKIv9FHrRNQW+oBWKmhn9D99WsPyGeVhgzAKBggqhkjOPQQDAgNIADBFAiBUcWvaxuUnpbxlhTmWEcnNtczlEXkRbUYoYCN+2VEZ1AIhALym5a5Ib2YXMN1rGi3FQzTjiXDMfTh6IufwChk8n/N9"", ""tls_key"": ""MHcCAQEEILUsPsd+8u6gorQ6vplb6DQet9vOAwT8PHYYn7RI4380oAoGCCqGSM49AwEHoUQDQgAE3JPa5NStPTFSzUFC/z4jpiFtSaZQ8jxUCrV0voM1MzYrPuUAb8DbgKIv9FHrRNQW+oBWKmhn9D99WsPyGeVhgw=="", ""tls_raw_peer_certificate"": ""MIIBADCBpqADAgECAhA1EEVwbinJOEquCzdLDyBzMAoGCCqGSM49BAMCMAAwIhgPMTk3MDAxMDEwMDAwMDBaGA8yMDkwMTIzMTAwMDAwMFowADBZMBMGByqGSM49AgEGCCqGSM49AwEHA0IABBDpkDyifvMvFU5G4T3X4NPgXSbjGygT9OXvKUN63IttHTejMFBes+ICPd+lF2i9ExWAYDh5oBbrexLrzNGdz3swCgYIKoZIzj0EAwIDSQAwRgIhAPHte18FxAxdCBRRd8kvfkylLF5k+QOnpkoeqXwRtdOWAiEA00CVbIQ6r4v8EeB0rQ5nIFgk+SYWWjNa+B3sBZoNlzY=""}}",mfjnfijndifsiisihddd.con-ip[.]com:1668,GASTOS,Rmc-X32CEK
77ffb29827c2e94dd69821c3cd1eb74866b597a530fdff94c0a88cbbe7bc6642,GGXGTGGCXTL,7/13/2024,HeartCrypt Developer Test Sample,NONE,,,
794c5c420ebee929b7815025fff40b48d7f8981fadaa578dc522f95f30144e61,Sep222peSpe,9/25/2024,Rhadamanthys,NONE,,,
7a07116fe66c2288abd5511f09b30da56b11a2fff49bc9c2efe793b6b8342ff5,CROWDSTRIKE,4/24/2024,LummaStealer,"{""c2"": [""demonstationfukewko[.]shop"", ""liabilitynighstjsko[.]shop"", ""alcojoldwograpciw[.]shop"", ""incredibleextedwj[.]shop"", ""shortsvelventysjo[.]shop"", ""shatterbreathepsw[.]shop"", ""tolerateilusidjukl[.]shop"", ""productivelookewr[.]shop"", ""tolerateilusidjukl[.]shop""], ""port"": [], ""campaign"": ""uXXBlb--porsche911"", ""mutex"": """", ""non_standard"": {}}","demonstationfukewko[.]shop,liabilitynighstjsko[.]shop,alcojoldwograpciw[.]shop,incredibleextedwj[.]shop,shortsvelventysjo[.]shop,shatterbreathepsw[.]shop,tolerateilusidjukl[.]shop,productivelookewr[.]shop,tolerateilusidjukl[.]shop",uXXBlb--porsche911,
7aa4e2b65495e6e77069a6c211fab7a64db0373ff2c6492fa0177f5edce43389,CROWDSTRIKE,4/22/2024,QwqdanchunRat (Quasar Fork),"{""c2"": [""reverseproxy.con-ip[.]com""], ""port"": [""4001""], ""campaign"": ""ZCENTIMO-22--2024"", ""mutex"": ""DcRatMutex_qwqdanchun"", ""non_standard"": {""Ver_sion"": "" 1.0.7"", ""In_stall"": ""false"", ""Install_Folder"": ""%AppData%"", ""Install_File"": """", ""Key"": ""SkxHVHJKcElpekJ1OG5Pb1JsTHVETnUyZUxScHdaTjI="", ""MTX"": ""DcRatMutex_qwqdanchun"", ""Certifi_cate"": ""MIICMDCCAZmgAwIBAgIVAPdJPjCx7pYvZ/1H2FuVvfr12RcjMA0GCSqGSIb3DQEBDQUAMGQxFTATBgNVBAMMDERjUmF0IFNlcnZlcjETMBEGA1UECwwKcXdxZGFuY2h1bjEcMBoGA1UECgwTRGNSYXQgQnkgcXdxZGFuY2h1bjELMAkGA1UEBwwCU0gxCzAJBgNVBAYTAkNOMB4XDTIxMTIwOTIwNDY0MFoXDTMyMDkxNzIwNDY0MFowEDEOMAwGA1UEAwwFRGNSYXQwgZ8wDQYJKoZIhvcNAQEBBQADgY0AMIGJAoGBAIdi7KwbsK/emE6cPt5dZ26vDX2Y83z/zgIxipJ87lhQuqMSOuy1QkrgJX5XUNz5PQ/por9QVFR5PVqci3gzZBm4mS0970/CqX0XE17ywsS5ihs30fR1pRTF+KLeYPAhpBAEwkbVvNJ8utU4idXRMpI7gg5vAL+p9y7f2zNpTlqHAgMBAAGjMjAwMB0GA1UdDgQWBBT7xqJBZyhpISmxeSGJdX5wNfGQKjAPBgNVHRMBAf8EBTADAQH/MA0GCSqGSIb3DQEBDQUAA4GBACPGgtV6HR59DKCJKnhxSiNBDaLWjqMXxZjteXm0LLJbcuuWfZjE+XQi/qOGRNlZJwtrGrH3Va7j+e7tHhkr1zK5otNfeFw+GhFOv1pdsPpCoW1aj/ukciyZu/sPkMF/k/Z4cWXWQ5BFr58Piru6U+23EAzNY03x1oKE8m+gAs3L"", ""Server_signa_ture"": ""I4nApmwQVbhBQPKclyOaUdVmHfxMtYVi5++uisSmqe94oENRNllocTf5QpMtJdYfPwiOzBkgrs5Xk3ieh7K/QlbzDrNUJ0iU2Pz996okUyz8LqGckTfNtrdI5DY7AMe13WTys68o+wn3+C0N+j49pwO0ZqQs21iEiAxp5NPY3zU="", ""Paste_bin"": ""null"", ""BS_OD"": ""false"", ""Hw_id"": 0, ""De_lay"": ""1"", ""Group"": ""ZCENTIMO-22--2024"", ""Anti_Process"": ""false"", ""An_ti"": ""false""}}",reverseproxy.con-ip[.]com,ZCENTIMO-22--2024,DcRatMutex_qwqdanchun
7ce13f8eff2d3bc5aedbb0b624b9aef6ae0e0391414d5c345b0d2db139290787,5dsadas435235bgdsgdfbvb3253453425345gfdsgfdgdf,2/13/2024,Remcos,"{""c2"": [""127[.]0.0.1:2404""], ""port"": [], ""campaign"": ""RemoteHost"", ""mutex"": ""Rmc-52SPIJ"", ""non_standard"": {""c2_list"": ""127[.]0.0.1:2404:1\u001e"", ""botnet"": ""RemoteHost"", ""connect_interval"": 1, ""enable_install_flag"": 0, ""enable_hkcu_run_persistence_flag"": 1, ""enable_hklm_run_persistence_flag"": 1, ""keylogger_maximum_file_size"": ""100000"", ""enable_hklm_policies_explorer_run_flag"": 0, ""install_parent_directory"": 8, ""install_filename"": ""remcos.exe"", ""enable_persistence_directory_and_binary_hiding_flag"": 0, ""enable_process_injection_flag"": 0, ""mutex"": ""Rmc-52SPIJ"", ""keylogger_mode"": 0, ""keylogger_parent_directory"": 8, ""keylogger_filename"": ""logs[.]dat"", ""enable_keylogger_file_encryption_flag"": 0, ""enable_keylogger_file_hiding_flag"": 0, ""enable_screenshot_flag"": 0, ""screenshot_interval_in_minutes"": 10, ""enable_screenshot_specific_window_names_flag"": 0, ""screenshot_specific_window_names"": 0, ""screenshot_specific_window_names_interval_in_seconds"": 5, ""screenshot_parent_directory"": 6, ""screenshot_folder"": ""Screenshots"", ""enable_screenshot_encryption_flag"": 0, ""enable_audio_recording_flag"": 0, ""audio_recording_duration_in_minutes"": 5, ""audio_record_parent_directory"": 5, ""audio_record_folder"": ""MicRecords"", ""disable_uac_flag"": 0, ""logging_mode"": 2, ""connect_delay_in_second"": 0, ""keylogger_specific_window_names"": 0, ""enable_browser_cleaning_on_startup_flag"": 0, ""enable_browser_cleaning_only_for_the_first_run_flag"": 1, ""browser_cleaning_sleep_time_in_minutes"": 0, ""enable_uac_bypass_flag"": 0, ""install_directory"": ""Remcos"", ""keylogger_root_directory"": ""remcos"", ""enable_watchdog_flag"": 0, ""license"": """", ""enable_screenshot_mouse_drawing_flag"": 0, ""tls_raw_certificate"": ""MIH/MIGmoAMCAQICECyq0dC6qQr+Hv2V9QM3uqcwCgYIKoZIzj0EAwIwADAiGA8xOTcwMDEwMTAwMDAwMFoYDzIwOTAxMjMxMDAwMDAwWjAAMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAEdrdLQy42Mpn3IIYRJ2M3+yF21CLyLrOnzJYt9pkS9tD25/19cz99/hh6XbCh/X6lkduGZSLQOrKNIRElI58SZTAKBggqhkjOPQQDAgNIADBFAiEAsNMXIJvWxp997X+wkfoZ+aNRQ/F+y4UKwth7Vn9PPnsCIEy6sU5zohMDu7YRBxvrBk12twTKU7msOfRjcZPv8XLQ"", ""tls_key"": ""MHcCAQEEIPh5Cln/kkGKIQHHvBEywdytsvdqHkePDPk5Ud/t9sAJoAoGCCqGSM49AwEHoUQDQgAEdrdLQy42Mpn3IIYRJ2M3+yF21CLyLrOnzJYt9pkS9tD25/19cz99/hh6XbCh/X6lkduGZSLQOrKNIRElI58SZQ=="", ""tls_raw_peer_certificate"": ""MIH+MIGmoAMCAQICEG3vLiwgsA2EwhiaFtqI9IQwCgYIKoZIzj0EAwIwADAiGA8xOTcwMDEwMTAwMDAwMFoYDzIwOTAxMjMxMDAwMDAwWjAAMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAEwP4wsetvUB9BVeB5KGkhFjJJoBjHvOcr3civBrd7vSVCfdzC45I1JUkFbE/V0Cvr3Srw9Govd0OBlmaqWZM0ZjAKBggqhkjOPQQDAgNHADBEAiA+k1x/mgOuo3xlHJ81zNOx/7FqyAa+NzPTyQQOJVWDcAIgNOovDbZqGlCN19pFZjYwqJecVDlCfKe+1zDwKfkvYmw=""}}",127[.]0.0.1:2404,RemoteHost,Rmc-52SPIJ
7d2f6124a32252c6dd8b98e100d57a04d13624efc68bb55a5ff31c4587eceb45,Edwardsigunecia,6/10/2024,Vidar,"{""c2"": [""hXXps://95[.]217.135.112""], ""port"": [], ""campaign"": ""751e57280863e817fc9be2ebcbefab43"", ""mutex"": """", ""Strings"": [""GetProcAddress"", ""LoadLibraryA"", ""lstrcatA"", ""OpenEventA"", ""CreateEventA"", ""CloseHandle"", ""Sleep"", ""GetUserDefaultLangID"", ""VirtualAllocExNuma"", ""VirtualFree"", ""GetSystemInfo"", ""VirtualAlloc"", ""HeapAlloc"", ""GetComputerNameA"", ""lstrcpyA"", ""GetProcessHeap"", ""GetCurrentProcess"", ""lstrlenA"", ""ExitProcess"", ""GlobalMemoryStatusEx"", ""GetSystemTime"", ""SystemTimeToFileTime"", ""advapi32.dll"", ""gdi32.dll"", ""user32.dll"", ""crypt32.dll"", ""ntdll.dll"", ""GetUserNameA"", ""CreateDCA"", ""GetDeviceCaps"", ""ReleaseDC"", ""CryptStringToBinaryA"", ""sscanf"", ""NtQueryInformationProcess"", ""VMwareVMware"", ""HAL9TH"", ""JohnDoe"", ""DISPLAY"", ""%hu/%hu/%hu"", ""GetEnvironmentVariableA"", ""GetFileAttributesA"", ""GlobalLock"", ""HeapFree"", ""GetFileSize"", ""GlobalSize"", ""CreateToolhelp32Snapshot"", ""IsWow64Process"", ""Process32Next"", ""GetLocalTime"", ""FreeLibrary"", ""GetTimeZoneInformation"", ""GetSystemPowerStatus"", ""GetVolumeInformationA"", ""GetWindowsDirectoryA"", ""Process32First"", ""GetLocaleInfoA"", ""GetUserDefaultLocaleName"", ""GetModuleFileNameA"", ""DeleteFileA"", ""FindNextFileA"", ""LocalFree"", ""FindClose"", ""SetEnvironmentVariableA"", ""LocalAlloc"", ""GetFileSizeEx"", ""ReadFile"", ""SetFilePointer"", ""WriteFile"", ""CreateFileA"", ""FindFirstFileA"", ""CopyFileA"", ""VirtualProtect"", ""GetLogicalProcessorInformationEx"", ""GetLastError"", ""lstrcpynA"", ""MultiByteToWideChar"", ""GlobalFree"", ""WideCharToMultiByte"", ""GlobalAlloc"", ""OpenProcess"", ""TerminateProcess"", ""GetCurrentProcessId"", ""gdiplus.dll"", ""ole32.dll"", ""bcrypt.dll"", ""wininet.dll"", ""shlwapi.dll"", ""shell32.dll"", ""psapi.dll"", ""rstrtmgr.dll"", ""CreateCompatibleBitmap"", ""SelectObject"", ""BitBlt"", ""DeleteObject"", ""CreateCompatibleDC"", ""GdipGetImageEncodersSize"", ""GdipGetImageEncoders"", ""GdipCreateBitmapFromHBITMAP"", ""GdiplusStartup"", ""GdiplusShutdown"", ""GdipSaveImageToStream"", ""GdipDisposeImage"", ""GdipFree"", ""GetHGlobalFromStream"", ""CreateStreamOnHGlobal"", ""CoUninitialize"", ""CoInitialize"", ""CoCreateInstance"", ""BCryptGenerateSymmetricKey"", ""BCryptCloseAlgorithmProvider"", ""BCryptDecrypt"", ""BCryptSetProperty"", ""BCryptDestroyKey"", ""BCryptOpenAlgorithmProvider"", ""GetWindowRect"", ""GetDesktopWindow"", ""GetDC"", ""CloseWindow"", ""wsprintfA"", ""EnumDisplayDevicesA"", ""GetKeyboardLayoutList"", ""CharToOemW"", ""wsprintfW"", ""RegQueryValueExA"", ""RegEnumKeyExA"", ""RegOpenKeyExA"", ""RegCloseKey"", ""RegEnumValueA"", ""CryptBinaryToStringA"", ""CryptUnprotectData"", ""SHGetFolderPathA"", ""ShellExecuteExA"", ""InternetOpenUrlA"", ""InternetConnectA"", ""InternetCloseHandle"", ""InternetOpenA"", ""HttpSendRequestA"", ""HttpOpenRequestA"", ""InternetReadFile"", ""InternetCrackUrlA"", ""StrCmpCA"", ""StrStrA"", ""StrCmpCW"", ""PathMatchSpecA"", ""GetModuleFileNameExA"", ""RmStartSession"", ""RmRegisterResources"", ""RmGetList"", ""RmEndSession"", ""sqlite3_open"", ""sqlite3_prepare_v2"", ""sqlite3_step"", ""sqlite3_column_text"", ""sqlite3_finalize"", ""sqlite3_close"", ""sqlite3_column_bytes"", ""sqlite3_column_blob"", ""encrypted_key"", ""PATH"", ""C:\\\\ProgramData\\\\nss3.dll"", ""NSS_Init"", ""NSS_Shutdown"", ""PK11_GetInternalKeySlot"", ""PK11_FreeSlot"", ""PK11_Authenticate"", ""PK11SDR_Decrypt"", ""C:\\\\ProgramData\\\\"", ""SELECT origin_url, username_value, password_value FROM logins"", ""Soft: "", ""profile: "", ""Host: "", ""Login: "", ""Password: "", ""Opera"", ""OperaGX"", ""Network"", ""Cookies"", "".txt"", ""TRUE"", ""SELECT HOST_KEY, is_httponly, path, is_secure, (expires_utc/1000000)-11644480800, name, encrypted_value from cookies"", ""FALSE"", ""Autofill"", ""SELECT name, value FROM autofill"", ""History"", ""SELECT url FROM urls LIMIT 1000"", ""CC"", ""Name: "", ""SELECT name_on_card, expiration_month, expiration_year, card_number_encrypted FROM credit_cards"", ""Month: "", ""Year: "", ""Card: "", ""Cookies"", ""Login Data"", ""Web Data"", ""History"", ""logins[.]json"", ""formSubmitURL"", ""usernameField"", ""encryptedUsername"", ""encryptedPassword"", ""guid"", ""SELECT host, isHttpOnly, path, isSecure, expiry, name, value FROM moz_cookies"", ""SELECT fieldname, value FROM moz_formhistory"", ""SELECT url FROM moz_places LIMIT 1000"", ""cookies[.]sqlite"", ""formhistory[.]sqlite"", ""places[.]sqlite"", ""Plugins"", ""Local Extension Settings"", ""Sync Extension Settings"", ""IndexedDB"", ""Opera Stable"", ""Opera GX Stable"", ""CURRENT"", ""chrome-extension_"", ""_0.indexeddb[.]leveldb"", ""Local State"", ""profiles[.]ini"", ""chrome"", ""opera"", ""firefox"", ""Wallets"", ""%08lX%04lX%lu"", ""SOFTWARE\\\\Microsoft\\\\Windows NT\\\\CurrentVersion"", ""ProductName"", ""x32"", ""x64"", ""%d/%d/%d %d:%d:%d"", ""DisplayName"", ""HARDWARE\\\\DESCRIPTION\\\\System\\\\CentralProcessor\\\\0"", ""ProcessorNameString"", ""SOFTWARE\\\\Microsoft\\\\Windows\\\\CurrentVersion\\\\Uninstall"", ""DisplayVersion"", ""freebl3.dll"", ""mozglue.dll"", ""msvcp140.dll"", ""nss3.dll"", ""softokn3.dll"", ""vcruntime140.dll"", ""\\\\Temp\\\\"", "".exe"", ""runas"", ""open"", ""/c start "", ""%DESKTOP%"", ""%APPDATA%"", ""%LOCALAPPDATA%"", ""%USERPROFILE%"", ""%DOCUMENTS%"", ""%PROGRAMFILES%"", ""%PROGRAMFILES_86%"", ""%RECENT%"", ""*.lnk"", ""Files"", ""\\\\discord\\\\"", ""\\\\Local Storage\\\\leveldb\\\\CURRENT"", ""\\\\Local Storage\\\\leveldb"", ""\\\\Telegram Desktop\\\\"", ""key_datas"", ""D877F783D5D3EF8C*"", ""map*"", ""A7FDF864FBC10B77*"", ""A92DAA6EA6F891F2*"", ""F8806DD0C461824F*"", ""Telegram"", ""Tox"", ""*.tox"", ""*.ini"", ""Password"", ""\\\\Outlook\\\\accounts[.]txt"", ""Software\\\\Microsoft\\\\Windows NT\\\\CurrentVersion\\\\Windows Messaging Subsystem\\\\Profiles\\\\Outlook\\\\9375CFF0413111d3B88A00104B2A6676\\\\"", ""Pidgin"", ""Software\\\\Microsoft\\\\Office\\\\13.0\\\\Outlook\\\\Profiles\\\\Outlook\\\\9375CFF0413111d3B88A00104B2A6676\\\\"", ""Software\\\\Microsoft\\\\Office\\\\14.0\\\\Outlook\\\\Profiles\\\\Outlook\\\\9375CFF0413111d3B88A00104B2A6676\\\\"", ""Software\\\\Microsoft\\\\Office\\15.0\\\\Outlook\\\\Profiles\\\\Outlook\\\\9375CFF0413111d3B88A00104B2A6676\\\\"", ""\\\\.purple\\\\"", ""Software\\\\Microsoft\\\\Office\\16.0\\\\Outlook\\\\Profiles\\\\Outlook\\\\9375CFF0413111d3B88A00104B2A6676\\\\"", ""accounts[.]xml"", ""Software\\\\Microsoft\\\\Windows Messaging Subsystem\\\\Profiles\\\\9375CFF0413111d3B88A00104B2A6676\\\\"", ""00000001"", ""00000002"", ""00000003"", ""00000004"", ""dQw4w9WgXcQ"", ""token: "", ""Software\\\\Valve\\\\Steam"", ""SteamPath"", ""\\\\config\\\\"", ""ssfn*"", ""config[.]vdf"", ""DialogConfig[.]vdf"", ""DialogConfigOverlay*.vdf"", ""libraryfolders[.]vdf"", ""loginusers[.]vdf"", ""\\\\Steam\\\\"", ""sqlite3.dll"", ""browsers"", ""done"", ""Soft"", ""\\\\Discord\\\\tokens[.]txt"", ""/c timeout /t 5 & del /f /q \"""", ""\"" & del \""C:\\\\ProgramData\\\\*.dll\""\"" & exit"", ""C:\\\\Windows\\\\system32\\\\cmd.exe"", ""https"", ""Content-Type: multipart/form-data; boundary=----"", ""POST"", ""HTTP/1.1"", ""Content-Disposition: form-data; name=\"""", ""hwid"", ""build"", ""token"", ""file_name"", ""file"", ""message"", ""ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890"", ""screenshot[.]jpg"", ""uh]"", ""uh]""], ""non_standard"": {""dead_drop"": [""hXXps://steamcommunity[.]com/profiles/76561199698764354"", ""hXXps://t[.]me/r8z0l""], ""version"": ""10""}}",hXXps://95[.]217.135.112,751e57280863e817fc9be2ebcbefab43,
7d597bb449c2f24194319179e51fcaf3cdcbb0464319c113e233a7b9eda3e57a,DSE222peSpe,9/21/2024,LummaStealer,"{""c2"": [""carrtychaintnyw[.]shop"", ""quotamkdsdqo[.]shop"", ""milldymarskwom[.]shop"", ""metallygaricwo[.]shop"", ""opponnentduei[.]shop"", ""puredoffustow[.]shop"", ""achievenmtynwjq[.]shop"", ""chickerkuso[.]shop"", ""aviatiiitwinq[.]shop""], ""port"": [], ""campaign"": ""YT6gHy--"", ""mutex"": """", ""non_standard"": {}}","carrtychaintnyw[.]shop,quotamkdsdqo[.]shop,milldymarskwom[.]shop,metallygaricwo[.]shop,opponnentduei[.]shop,puredoffustow[.]shop,achievenmtynwjq[.]shop,chickerkuso[.]shop,aviatiiitwinq[.]shop",YT6gHy--,
7d5c2be07e27f1ee25850b537337e520f823b1cddc2acbf22c4fe01f3a94b8df,gasgff34534c,8/28/2024,HeartCrypt Developer Test Sample,NONE,,,
7e3015b04d355414d86c2a2124380d31d5f11b7b5996acb081b6f8a8fca0ee45,CFEAE1tcOtc,10/12/2024,LummaStealer,"{""c2"": [""drawwyobstacw[.]sbs"", ""condifendteu[.]sbs"", ""ehticsprocw[.]sbs"", ""vennurviot[.]sbs"", ""resinedyw[.]sbs"", ""enlargkiw[.]sbs"", ""allocatinow[.]sbs"", ""mathcucom[.]sbs"", ""resinedyw[.]sbs""], ""port"": [], ""campaign"": ""sG8pjw--MagooBR"", ""mutex"": """", ""non_standard"": {}}","drawwyobstacw[.]sbs,condifendteu[.]sbs,ehticsprocw[.]sbs,vennurviot[.]sbs,resinedyw[.]sbs,enlargkiw[.]sbs,allocatinow[.]sbs,mathcucom[.]sbs,resinedyw[.]sbs",sG8pjw--MagooBR,
